final_budget,method,method_label,iter,mean_psnr,std_psnr,runs
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,475,27.206111669540405,3.4554674349214074,8
640,structsplat_quadtree_wse_residual,SS qt-WSE + residual,499,27.352540493011475,3.5131061832166237,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,0,17.171052932739258,1.5321552594446806,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,25,20.868553161621094,2.533377741481413,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,50,22.06463861465454,2.6233615447642498,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,75,22.71911597251892,2.696515326210188,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,100,22.914165496826172,2.6429417180650563,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,125,23.608806610107422,2.8644369017080074,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,150,24.055180549621582,2.9723026432893644,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,175,23.70183563232422,2.75725991542461,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,200,24.668083906173706,3.023384113124058,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,225,25.030174732208252,3.1111729968408603,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,250,22.948221921920776,2.640268327496487,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,275,25.416972875595093,3.1410430487402805,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,300,25.804436922073364,3.220833707512909,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,325,26.009164571762085,3.3131309876797332,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,350,25.869450330734253,3.2484864200302517,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,375,26.421801567077637,3.3888457371324447,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,400,26.551941394805908,3.573383678039589,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,425,26.134459495544434,3.2128560427790114,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,450,27.00819730758667,3.517889475576741,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,475,27.164669036865234,3.589163679062403,8
640,structsplat_quadtree_wse_residual_featurecap,SS qt-WSE + residual feature cap,499,27.283308267593384,3.7054864813289026,8
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,0,16.681182265281677,1.2769091935474515,8
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,25,20.61220097541809,2.4121978917089453,8
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,50,21.789361476898193,2.5779810733127446,8
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,75,22.477534532546997,2.655416809762417,8
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,100,22.53859305381775,2.593702674104347,8
640,structsplat_quadtree_wse_residual_relocate,SS qt-WSE + residual relocate,125,23.191653728485107,2.7851351308253234,8
